playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
mcbrima01,2007,1,ATL,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcbrima01,2007,2,DET,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccanbr01,2007,1,ATL,NL,139,504,51,136,38,0,18,92,0,1,35,74,7,5,2,6,19
mccarbr01,2007,1,TEX,AL,23,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
mccluse01,2007,1,MIL,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgowdu01,2007,1,TOR,AL,28,7,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1
mclemma02,2007,1,HOU,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mclouna01,2007,1,PIT,NL,137,329,62,85,21,3,13,38,22,1,39,77,2,9,3,2,2
meddebr01,2007,1,ARI,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melilke01,2007,1,OAK,AL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
meloajo01,2007,1,LAN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendolu01,2007,1,TEX,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meredcl01,2007,1,SDN,NL,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messera01,2007,1,FLO,NL,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
messera01,2007,2,SFN,NL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metcatr01,2007,1,TEX,AL,57,161,25,41,12,1,5,21,0,1,13,41,0,0,5,2,6
meyerda02,2007,1,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millean01,2007,1,DET,AL,13,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
milleja03,2007,1,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millela02,2007,1,NYN,NL,59,184,27,50,9,1,7,29,3,2,13,42,2,7,1,1,5
minerza01,2007,1,DET,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mischpa01,2007,1,SFN,NL,18,9,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0
mitrese01,2007,1,FLO,NL,27,38,0,3,1,0,0,0,0,0,2,19,0,0,7,0,1
molingu01,2007,1,CHA,AL,10,18,0,1,0,0,0,1,0,0,1,4,0,0,1,1,0
molingu01,2007,2,BAL,AL,7,9,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
molinya01,2007,1,SLN,NL,111,353,30,97,15,0,6,40,1,1,34,43,5,3,2,4,18
montemi01,2007,1,ARI,NL,84,214,30,48,7,0,10,37,0,0,20,35,2,3,1,6,7
mooresc02,2007,1,CHN,NL,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mooresc02,2007,2,BAL,AL,17,47,2,12,2,0,1,11,0,1,1,15,0,0,0,2,1
moralfr01,2007,1,COL,NL,8,13,1,4,0,0,0,1,0,0,1,5,0,0,1,0,0
moraljo02,2007,1,MIN,AL,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
moralke01,2007,1,LAA,AL,43,119,12,35,10,0,4,15,0,1,6,21,2,1,0,0,5
morgany01,2007,1,PIT,NL,28,107,15,32,3,4,1,7,7,3,9,19,0,1,1,0,0
morilju01,2007,1,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morneju01,2007,1,MIN,AL,157,590,84,160,31,3,31,111,1,1,64,91,11,5,0,9,17
morrobr01,2007,1,SEA,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morsemi01,2007,1,SEA,AL,9,18,1,8,2,0,0,3,0,0,1,4,0,1,0,0,0
mortoco01,2007,1,SDN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moseldu01,2007,1,LAA,AL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mossbr01,2007,1,BOS,AL,15,25,6,7,2,1,0,1,0,0,4,6,0,0,0,0,1
mujiced01,2007,1,CLE,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
munizca01,2007,1,NYN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
munozar01,2007,1,WAS,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muntesc01,2007,1,SFN,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphbi02,2007,1,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphda07,2007,1,BOS,AL,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
murphda07,2007,2,TEX,AL,43,103,16,35,12,1,2,14,0,0,7,19,0,0,0,0,1
murphdo01,2007,1,OAK,AL,42,118,21,26,8,0,6,21,1,0,10,35,0,2,1,1,3
murraaj01,2007,1,TEX,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murtoma01,2007,1,CHN,NL,94,235,35,66,13,0,8,22,1,0,26,39,0,0,0,0,4
mussene01,2007,1,KCA,AL,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myersbr01,2007,1,PHI,NL,51,6,1,0,0,0,0,0,0,0,2,4,0,0,1,0,0
napolmi01,2007,1,LAA,AL,75,219,40,54,11,1,10,34,5,2,33,63,2,5,1,5,5
navardi01,2007,1,TBA,AL,119,388,46,88,19,2,9,44,3,1,33,67,3,1,7,5,11
neshepa01,2007,1,MIN,AL,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newmajo01,2007,1,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nippedu01,2007,1,ARI,NL,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nixla01,2007,1,MIL,NL,10,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
nolasri01,2007,1,FLO,NL,5,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
nunezle01,2007,1,KCA,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oflaher01,2007,1,SEA,AL,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ohlenro01,2007,1,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olmedra01,2007,1,TOR,AL,27,51,6,11,4,0,0,1,0,0,2,9,0,0,1,0,1
olsensc01,2007,1,FLO,NL,33,51,3,9,3,0,0,3,0,0,1,23,0,0,9,0,0
olsonga01,2007,1,BAL,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ortmeda01,2007,1,SFN,NL,62,157,20,45,7,4,6,16,2,1,7,41,1,1,0,2,2
orvelch01,2007,1,TBA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osorifr01,2007,1,PIT,NL,25,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
owensje01,2007,1,CHA,AL,93,356,44,95,9,2,1,17,32,8,27,63,0,3,3,0,5
owingmi01,2007,1,ARI,NL,35,60,9,20,7,1,4,15,0,0,2,16,0,0,1,1,0
paganan01,2007,1,CHN,NL,71,148,21,39,10,2,4,21,4,1,10,32,0,0,1,2,0
papeljo01,2007,1,BOS,AL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parrama01,2007,1,MIL,NL,9,9,1,2,2,0,0,2,0,0,0,3,0,0,1,0,0
patteer01,2007,1,CHN,NL,7,8,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0
pattotr01,2007,1,HOU,NL,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
paulife01,2007,1,HOU,NL,5,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
pauliro01,2007,1,PIT,NL,133,457,56,120,25,0,11,55,2,2,33,79,0,2,0,2,14
pearcst01,2007,1,PIT,NL,23,68,13,20,5,1,0,6,2,1,5,12,0,0,0,0,2
peavyja01,2007,1,SDN,NL,37,73,8,17,4,1,0,7,0,0,2,14,0,0,8,1,1
pedrodu01,2007,1,BOS,AL,139,520,86,165,39,1,8,50,7,1,47,42,1,7,5,2,8
pegueja01,2007,1,ARI,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelfrmi01,2007,1,NYN,NL,15,21,1,2,1,0,0,0,0,0,1,9,0,0,0,0,0
penabr01,2007,1,ATL,NL,16,33,2,7,0,0,1,3,0,1,0,3,0,0,0,0,2
penato02,2007,1,KCA,AL,152,509,58,136,25,7,2,47,5,6,10,78,0,4,8,5,13
penato03,2007,1,ARI,NL,75,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0
penawi01,2007,1,BOS,AL,73,156,18,34,9,1,5,17,0,1,14,58,0,2,0,0,5
penawi01,2007,2,WAS,NL,37,133,24,39,4,0,8,22,2,0,8,36,2,4,0,0,2
pencehu01,2007,1,HOU,NL,108,456,57,147,30,9,17,69,11,5,26,95,0,1,0,1,10
peraljh01,2007,1,CLE,AL,152,574,87,155,27,1,21,72,4,4,61,146,2,4,1,7,12
perezol01,2007,1,NYN,NL,29,56,6,9,0,0,0,1,0,1,0,15,0,0,6,0,0
perezra01,2007,1,CLE,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perkigl01,2007,1,MIN,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petityu01,2007,1,ARI,NL,14,16,2,1,0,0,0,0,0,0,0,8,0,0,2,0,1
petribi01,2007,1,CHN,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillbr01,2007,1,CIN,NL,158,650,107,187,26,6,30,94,32,8,33,109,4,12,2,5,26
phillhe01,2007,1,CHA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piefe01,2007,1,CHN,NL,87,177,26,38,9,3,2,20,8,1,14,43,0,0,2,1,0
pignaca01,2007,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pintore01,2007,1,FLO,NL,57,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
pradoma01,2007,1,ATL,NL,28,59,5,17,3,0,0,2,0,0,3,6,0,0,0,0,0
pujolal01,2007,1,SLN,NL,158,565,99,185,38,1,32,103,2,6,99,58,22,7,0,8,27
putnada01,2007,1,OAK,AL,11,28,3,6,0,0,1,2,0,0,3,11,0,0,0,0,0
quentca01,2007,1,ARI,NL,81,229,29,49,16,0,5,31,2,2,18,54,1,11,1,4,5
quintom01,2007,1,COL,NL,27,70,6,16,4,0,0,5,0,0,5,15,0,0,0,0,3
quirogu01,2007,1,TEX,AL,9,10,1,4,1,0,0,2,0,0,1,2,0,0,0,0,0
rabelmi01,2007,1,DET,AL,51,168,14,43,10,2,1,18,0,0,6,41,0,5,5,1,4
raburry01,2007,1,DET,AL,49,138,28,42,12,2,4,27,3,0,8,33,1,0,1,1,7
ramired01,2007,1,NYA,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirel01,2007,1,CIN,NL,4,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ramirha01,2007,1,FLO,NL,154,639,125,212,48,6,29,81,51,14,52,95,3,7,4,4,10
ramirra02,2007,1,COL,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rapadcl01,2007,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rapadcl01,2007,2,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rasneda01,2007,1,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raych01,2007,1,BAL,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reeder01,2007,1,FLO,NL,18,20,3,2,0,0,0,0,1,0,1,6,0,0,0,0,0
reedje03,2007,1,SEA,AL,13,17,2,3,0,1,0,0,0,0,0,3,0,0,0,0,0
resopch01,2007,1,LAA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reyesan01,2007,1,SLN,NL,27,26,1,2,0,0,0,1,0,0,0,10,0,0,6,0,1
reyesjo01,2007,1,NYN,NL,160,681,119,191,36,12,12,57,78,21,77,78,13,1,5,1,6
reyesjo03,2007,1,ATL,NL,14,19,1,3,0,0,0,0,0,0,0,7,0,0,4,0,0
reynoma01,2007,1,ARI,NL,111,366,62,102,20,4,17,62,0,1,37,129,4,5,1,5,5
richada02,2007,1,CHA,AL,56,187,30,43,9,3,6,15,1,3,16,33,0,0,2,1,5
ridgwje01,2007,1,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riggash01,2007,1,TBA,AL,3,10,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1
ringro01,2007,1,SDN,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ringro01,2007,2,ATL,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riosal01,2007,1,TOR,AL,161,643,114,191,43,7,24,85,17,4,55,103,3,6,0,7,9
roberco01,2007,1,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roberry01,2007,1,TOR,AL,8,13,2,1,0,0,0,0,0,0,2,7,0,1,0,0,0
rodrifr03,2007,1,LAA,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrilu01,2007,1,MIN,AL,68,155,18,34,5,1,2,12,1,0,12,14,0,2,2,2,8
rogerbr01,2007,1,PIT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosarfr01,2007,1,PHI,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rossco01,2007,1,FLO,NL,66,173,35,58,19,0,12,39,2,0,20,38,3,3,0,1,2
rottivi01,2007,1,MIL,NL,8,9,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0
rousemi01,2007,1,CLE,AL,41,67,7,8,1,0,0,4,1,1,7,20,1,0,1,1,0
rowlary01,2007,1,SEA,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruggiju01,2007,1,TBA,AL,7,14,2,3,0,0,0,3,0,0,1,5,0,0,0,0,0
ryanbr01,2007,1,SLN,NL,67,180,30,52,9,0,4,12,7,0,15,19,0,1,3,0,3
ryuja01,2007,1,TBA,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sabatcc01,2007,1,CLE,AL,34,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
salazje01,2007,1,ARI,NL,38,94,13,26,6,1,1,10,2,0,9,19,0,0,0,0,1
salmobr01,2007,1,CIN,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saltaja01,2007,1,ATL,NL,47,141,11,40,6,0,4,12,0,0,10,28,1,1,0,1,4
saltaja01,2007,2,TEX,AL,46,167,28,42,7,1,7,21,0,0,9,47,0,0,0,0,4
sammocl01,2007,1,ATL,NL,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
sanchan01,2007,1,FLO,NL,6,11,1,1,0,0,0,0,0,0,2,7,0,0,1,0,0
sanchjo01,2007,1,SFN,NL,33,6,0,1,1,0,0,1,0,0,0,3,0,0,1,0,0
sanchro01,2007,1,PIT,NL,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
santaer01,2007,1,LAA,AL,28,5,1,1,1,0,0,2,0,0,0,3,0,0,0,0,0
sardibr01,2007,1,NYA,AL,10,9,6,3,0,0,0,2,0,0,2,1,0,0,0,1,2
sarfade01,2007,1,HOU,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saundjo01,2007,1,LAA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schiena01,2007,1,SFN,NL,39,112,9,34,5,3,0,10,3,1,2,19,0,1,0,2,0
schumsk01,2007,1,SLN,NL,88,177,19,59,12,2,2,19,1,1,8,20,0,0,1,2,5
seddoch01,2007,1,FLO,NL,7,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
segovza01,2007,1,PHI,NL,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharpjo01,2007,1,PIT,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shielja02,2007,1,TBA,AL,31,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
shoppke01,2007,1,CLE,AL,59,161,26,42,13,0,7,30,0,0,11,56,0,1,3,1,2
siscoan01,2007,1,CHA,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sizemgr01,2007,1,CLE,AL,162,628,118,174,34,5,24,78,33,10,101,155,9,17,0,2,3
slatedo01,2007,1,ARI,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sloweke01,2007,1,MIN,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithjo05,2007,1,NYN,NL,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
smithse01,2007,1,COL,NL,7,8,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0
snellch02,2007,1,WAS,NL,24,49,6,10,1,1,1,7,0,1,9,11,1,3,0,0,1
snellch02,2007,2,OAK,AL,6,20,4,7,0,0,0,0,0,0,5,4,0,0,0,0,0
snellia01,2007,1,PIT,NL,35,57,6,5,0,0,0,2,0,0,3,23,0,0,12,0,0
snydech02,2007,1,ARI,NL,110,326,37,82,20,0,13,47,0,1,40,67,3,7,3,4,9
sonnaan01,2007,1,TBA,AL,22,5,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0
soriajo01,2007,1,KCA,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotoge01,2007,1,CHN,NL,18,54,12,21,6,0,3,8,0,0,5,14,0,0,0,1,1
sowerje01,2007,1,CLE,AL,13,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
speigle01,2007,1,WAS,NL,19,4,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0
stanscr01,2007,1,SDN,NL,11,7,1,2,0,0,0,1,0,0,0,3,0,1,2,0,0
staufti01,2007,1,SDN,NL,2,4,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0
sternad01,2007,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stettmi01,2007,1,MIL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stewach01,2007,1,TEX,AL,17,37,4,9,2,0,0,3,0,0,3,6,0,0,3,0,2
stewaia01,2007,1,COL,NL,35,43,3,9,4,0,1,9,0,0,1,17,0,2,0,0,0
stockme01,2007,1,MIL,NL,9,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
streehu01,2007,1,OAK,AL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suzukku01,2007,1,OAK,AL,68,213,27,53,13,0,7,39,0,0,24,39,0,3,3,5,4
sweenry01,2007,1,CHA,AL,15,45,5,9,3,0,1,5,0,1,4,5,0,0,0,0,2
swishni01,2007,1,OAK,AL,150,539,84,141,36,1,22,78,3,2,100,131,12,10,1,9,13
tanketa01,2007,1,FLO,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatajo01,2007,1,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taubety01,2007,1,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taverwi01,2007,1,COL,NL,97,372,64,119,13,2,2,24,33,9,21,55,0,7,7,1,1
teahema01,2007,1,KCA,AL,144,544,78,155,31,8,7,60,13,5,55,127,8,3,4,2,23
teixema01,2007,1,TEX,AL,78,286,48,85,24,1,13,49,0,0,45,66,10,3,0,1,5
teixema01,2007,2,ATL,NL,54,208,38,66,9,1,17,56,0,0,27,46,3,4,0,1,2
tejedro01,2007,1,TEX,AL,19,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
terrelu01,2007,1,CHA,AL,61,117,18,27,2,0,5,12,4,3,12,35,0,9,1,0,1
thatcjo01,2007,1,SDN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thigpcu01,2007,1,TOR,AL,47,101,13,24,5,0,0,11,2,0,8,17,0,0,1,0,4
thompbr01,2007,1,SLN,NL,45,24,1,4,0,0,0,0,0,0,0,11,0,0,7,0,0
thompmi03,2007,1,SDN,NL,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thompri03,2007,1,LAA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thormsc01,2007,1,ATL,NL,120,287,37,62,18,0,11,36,1,1,14,70,3,3,1,2,6
threeer01,2007,1,SFN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
towlejr01,2007,1,HOU,NL,14,40,9,15,5,0,1,12,0,1,3,1,1,1,0,0,1
tracych01,2007,1,ARI,NL,76,227,30,60,18,2,7,35,0,0,29,43,4,1,0,3,8
tsaoch01,2007,1,LAN,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulowtr01,2007,1,COL,NL,155,609,104,177,33,5,24,99,7,6,57,130,3,9,5,2,14
ugglada01,2007,1,FLO,NL,159,632,113,155,49,3,31,88,2,1,68,167,0,13,4,11,10
uptonbj01,2007,1,TBA,AL,129,474,86,142,25,1,24,82,22,8,65,154,4,4,1,4,14
uptonju01,2007,1,ARI,NL,43,140,17,31,8,3,2,11,2,0,11,37,4,1,0,0,3
vanbejo01,2007,1,PIT,NL,11,7,1,1,1,0,0,0,0,0,1,3,0,0,2,0,0
vanderi01,2007,1,FLO,NL,18,23,1,1,0,0,0,0,0,0,1,12,0,0,3,0,0
vargaja01,2007,1,NYN,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vasquvi01,2007,1,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
velezeu01,2007,1,SFN,NL,14,11,5,3,0,2,0,2,4,0,2,3,0,0,0,0,0
verasjo01,2007,1,NYA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verlaju01,2007,1,DET,AL,32,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
vermija01,2007,1,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victosh01,2007,1,PHI,NL,131,456,78,128,23,3,12,46,37,4,37,62,1,10,5,2,10
villaca01,2007,1,MIL,NL,59,13,1,1,0,0,0,0,0,0,0,3,0,0,4,0,0
villaos01,2007,1,ATL,NL,51,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
volqued01,2007,1,TEX,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vottojo01,2007,1,CIN,NL,24,84,11,27,7,0,4,17,1,0,5,15,1,0,0,0,0
wagnery01,2007,1,WAS,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wainwad01,2007,1,SLN,NL,37,62,4,18,3,0,1,6,0,1,3,18,0,0,9,0,1
wangch01,2007,1,NYA,AL,30,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
wasseeh01,2007,1,CHA,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watkito01,2007,1,MIN,AL,9,28,2,10,0,0,0,0,1,0,4,4,0,0,0,0,1
watsobr01,2007,1,WAS,NL,5,18,2,5,1,0,0,2,1,0,1,1,1,0,0,0,0
weaveje02,2007,1,LAA,AL,28,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
weeksri01,2007,1,MIL,NL,118,409,87,96,21,6,16,36,25,2,78,116,5,14,3,2,3
whitese02,2007,1,SEA,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willido03,2007,1,FLO,NL,38,63,11,18,2,3,2,7,0,1,5,13,0,1,11,0,1
willije02,2007,1,WAS,NL,6,7,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0
willire03,2007,1,LAA,AL,136,430,74,126,20,1,0,34,27,8,69,83,2,3,11,5,7
wilsobr01,2007,1,SFN,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wilsocj01,2007,1,TEX,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsojo03,2007,1,WAS,NL,15,19,3,1,0,0,0,0,0,0,5,6,0,1,0,0,0
wilsojo03,2007,2,TBA,AL,90,263,25,66,15,3,2,24,6,2,12,51,0,4,3,3,5
wolfebr01,2007,1,TOR,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolfro01,2007,1,FLO,NL,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
woodbr01,2007,1,LAA,AL,13,33,2,5,1,0,1,3,0,0,0,12,0,0,0,0,0
woodmi01,2007,1,TEX,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodsja01,2007,1,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighch01,2007,1,NYA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighda03,2007,1,NYN,NL,160,604,113,196,42,1,30,107,34,5,94,115,6,6,0,7,14
youngch04,2007,1,ARI,NL,148,569,85,135,29,3,32,68,27,6,43,141,1,6,1,5,5
youngde03,2007,1,TBA,AL,162,645,65,186,38,0,13,93,10,3,26,127,2,3,0,7,23
youngde04,2007,1,LAN,NL,19,34,4,13,1,1,2,3,1,0,2,5,0,0,0,0,0
zagurmi01,2007,1,PHI,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zambrca01,2007,1,CHN,NL,37,81,9,20,2,0,2,5,0,0,0,29,0,0,5,0,0
zaratma01,2007,1,FLO,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zimmery01,2007,1,WAS,NL,162,653,99,174,43,5,24,91,4,1,61,125,3,3,0,5,26
zobribe01,2007,1,TBA,AL,31,97,8,15,2,0,1,9,2,0,3,21,0,1,2,2,1
zumayjo01,2007,1,DET,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aardsda01,2008,1,BOS,AL,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abercre01,2008,1,HOU,NL,34,55,10,17,5,0,2,5,5,2,1,23,0,2,1,1,0
accarje01,2008,1,TOR,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2008,1,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acostma01,2008,1,ATL,NL,46,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
adenhni01,2008,1,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albaljo01,2008,1,NYA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberma01,2008,1,BAL,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderbr03,2008,1,CHA,AL,109,181,24,42,13,0,8,26,5,1,10,45,0,0,2,0,2
anderjo03,2008,1,ATL,NL,40,136,21,40,7,1,3,12,10,1,8,33,2,1,1,0,1
andinro01,2008,1,FLO,NL,44,63,7,13,2,0,2,9,0,0,4,23,0,0,1,0,1
antonma01,2008,1,SDN,NL,21,57,6,11,2,0,1,3,0,0,5,11,1,3,0,0,1
ariasal02,2008,1,COL,NL,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ariasal02,2008,2,HOU,NL,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
