yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
2008,ALCS,aybarwi01,TBA,AL,6,19,3,8,1,0,2,6,0,0,0,3,0,0,0,0,0
2008,ALCS,baldero01,TBA,AL,2,6,1,2,0,0,1,4,0,0,1,3,0,0,0,0,0
2008,ALCS,crawfca02,TBA,AL,7,29,3,10,2,1,0,4,3,0,1,7,0,0,0,0,0
2008,ALCS,ellsbja01,BOS,AL,4,14,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0
2008,ALCS,longoev01,TBA,AL,7,27,8,7,3,0,4,8,0,0,3,5,0,0,0,0,3
2008,ALCS,lowrije01,BOS,AL,6,18,2,2,1,0,0,1,0,0,4,4,0,0,0,1,0
2008,ALCS,navardi01,TBA,AL,7,26,1,5,0,0,0,2,0,1,2,4,0,0,0,0,1
2008,ALCS,pedrodu01,BOS,AL,7,26,9,9,1,0,3,5,2,1,5,3,0,1,0,0,1
2008,ALCS,perezfe01,TBA,AL,3,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008,ALCS,uptonbj01,TBA,AL,7,28,8,9,1,0,4,11,2,0,4,7,0,0,0,1,0
2008,ALCS,zobribe01,TBA,AL,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,ALDS1,aybarer01,LAA,AL,4,18,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
2008,ALDS1,ellsbja01,BOS,AL,4,18,2,6,3,0,0,6,3,1,2,2,0,0,0,0,1
2008,ALDS1,kendrho01,LAA,AL,4,17,0,2,0,0,0,0,0,0,0,7,0,0,2,0,0
2008,ALDS1,lowrije01,BOS,AL,3,11,2,4,0,0,0,1,0,0,1,3,0,1,0,0,0
2008,ALDS1,mathije01,LAA,AL,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,ALDS1,moralke01,LAA,AL,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,ALDS1,napolmi01,LAA,AL,4,12,3,3,0,0,2,4,0,0,2,3,0,1,0,0,0
2008,ALDS1,pedrodu01,BOS,AL,4,17,0,1,1,0,0,1,0,0,2,2,0,1,0,0,0
2008,ALDS1,teixema01,LAA,AL,4,15,4,7,0,0,0,1,0,0,4,3,0,0,0,1,0
2008,ALDS1,willire03,LAA,AL,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,ALDS2,anderbr03,CHA,AL,3,5,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0
2008,ALDS2,aybarwi01,TBA,AL,4,11,2,3,1,0,0,1,0,0,0,2,0,0,1,1,0
2008,ALDS2,baldero01,TBA,AL,3,8,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,ALDS2,crawfca02,TBA,AL,4,14,2,3,0,0,0,2,3,0,2,2,0,0,0,0,0
2008,ALDS2,longoev01,TBA,AL,4,15,2,4,0,0,2,3,1,0,2,6,0,0,0,0,0
2008,ALDS2,navardi01,TBA,AL,4,15,1,6,3,0,0,3,0,0,1,2,0,0,0,0,0
2008,ALDS2,perezfe01,TBA,AL,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ALDS2,ramiral03,CHA,AL,4,12,1,3,0,0,0,2,0,0,1,1,0,0,0,2,0
2008,ALDS2,swishni01,CHA,AL,3,4,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0
2008,ALDS2,uptonbj01,TBA,AL,4,18,5,5,0,1,3,4,0,0,1,5,1,0,0,0,0
2008,NLCS,billich01,LAN,NL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,NLCS,blantjo01,PHI,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2008,NLCS,broxtjo01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,NLCS,dewitbl01,LAN,NL,5,13,0,1,0,1,0,5,0,0,1,4,0,0,0,1,3
2008,NLCS,ethiean01,LAN,NL,5,22,4,5,1,0,0,0,0,0,1,6,0,0,0,0,1
