playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
cottsne01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,5,1,0,0,1,3,0.16,0,0,0,0,0,7,1,0,0,0,0
harderi01,2008,NLDS1,CHN,NL,0,1,1,1,0,0,0,13,5,3,0,3,4,0.27,6.23,2,0,0,0,21,0,3,0,0,0
marmoca01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,8,3,2,0,0,3,0.3,6.75,0,0,0,0,11,0,2,1,0,0
marshse01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,10,2,1,1,1,5,0.16,2.7,0,0,0,0,13,0,1,0,0,0
samarje01,2008,NLDS1,CHN,NL,0,0,1,0,0,0,0,3,2,1,0,0,0,0.5,9,0,0,0,0,4,0,1,0,0,1
zambrca01,2008,NLDS1,CHN,NL,0,1,1,1,0,0,0,19,6,3,1,2,7,0.22,4.26,0,0,1,0,30,0,7,0,0,1
billich01,2008,NLDS1,LAN,NL,1,0,1,1,0,0,0,20,5,1,0,1,7,0.2,1.35,0,1,0,0,25,0,1,0,0,1
broxtjo01,2008,NLDS1,LAN,NL,0,0,3,0,0,0,1,10,0,0,0,2,5,0,0,0,0,0,0,12,2,0,0,0,0
wadeco01,2008,NLDS1,LAN,NL,0,0,3,0,0,0,0,11,3,1,0,0,2,0.21,2.45,0,1,0,0,14,0,1,0,0,0
gallayo01,2008,NLDS2,MIL,NL,0,1,2,1,0,0,0,21,4,0,0,5,4,0.16,0,1,0,0,0,30,0,3,1,0,1
mccluse01,2008,NLDS2,MIL,NL,0,0,1,0,0,0,0,6,2,0,0,3,1,0.25,0,1,0,0,0,11,0,0,0,0,0
parrama01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,7,2,0,0,1,3,0.25,0,0,0,0,0,9,0,0,0,0,1
sabatcc01,2008,NLDS2,MIL,NL,0,1,1,1,0,0,0,11,6,5,1,4,5,0.35,12.27,1,0,0,0,21,0,5,0,0,0
stettmi01,2008,NLDS2,MIL,NL,0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
villaca01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0
blantjo01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,18,5,1,1,0,7,0.21,1.5,0,0,0,0,23,0,1,0,0,0
hamelco01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,24,2,0,0,1,9,0.07,0,0,0,0,0,27,0,0,0,0,0
madsory01,2008,NLDS2,PHI,NL,0,0,3,0,0,0,0,12,3,1,0,0,2,0.18,2.25,0,0,0,0,16,1,1,0,0,0
myersbr01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,21,2,2,0,3,4,0.09,2.57,1,0,1,0,26,0,2,0,0,1
blantjo01,2008,WS,PHI,NL,1,0,1,1,0,0,0,18,4,2,2,2,7,0.18,3,0,0,1,0,25,0,2,0,0,0
hamelco01,2008,WS,PHI,NL,1,0,2,2,0,0,0,39,10,4,1,3,8,0.21,2.77,0,0,0,0,49,0,4,0,0,4
madsory01,2008,WS,PHI,NL,0,0,4,0,0,0,0,11,3,2,1,0,6,0.23,4.91,0,0,0,0,14,0,2,1,0,0
myersbr01,2008,WS,PHI,NL,0,1,1,1,0,0,0,21,7,3,0,3,2,0.28,3.86,0,0,0,0,29,0,4,1,0,1
garzama01,2008,WS,TBA,AL,0,0,1,1,0,0,0,18,6,4,3,2,7,0.26,6,0,1,0,0,25,0,4,0,0,0
howeljp01,2008,WS,TBA,AL,0,2,3,0,0,0,0,7,2,2,0,1,5,0.25,7.71,0,1,1,0,10,0,2,0,0,0
jacksed01,2008,WS,TBA,AL,0,0,1,0,0,0,0,6,2,1,1,1,1,0.28,4.5,1,0,0,0,8,0,1,0,0,1
kazmisc01,2008,WS,TBA,AL,0,1,2,2,0,0,0,30,10,5,1,10,9,0.25,4.5,0,0,1,0,51,0,5,0,0,0
priceda01,2008,WS,TBA,AL,0,0,2,0,0,0,0,10,2,1,1,2,4,0.15,2.7,0,0,0,0,15,2,2,0,0,0
shielja02,2008,WS,TBA,AL,1,0,1,1,0,0,0,17,7,0,0,2,4,0.3,0,0,1,0,0,25,0,0,0,0,0
sonnaan01,2008,WS,TBA,AL,0,1,1,1,0,0,0,12,6,3,1,3,2,0.28,6.75,0,0,0,0,24,0,5,0,0,0
jepseke01,2009,ALCS,LAA,AL,1,0,3,0,0,0,0,11,5,1,1,2,2,0.33,2.45,0,0,0,0,17,0,1,0,0,0
kazmisc01,2009,ALCS,LAA,AL,0,1,2,1,0,0,0,14,6,4,0,5,3,0.33,7.71,0,1,0,0,26,0,5,2,1,0
santaer01,2009,ALCS,LAA,AL,1,1,4,0,0,0,0,17,5,1,0,4,5,0.25,1.59,1,0,1,0,26,2,3,1,0,1
saundjo01,2009,ALCS,LAA,AL,0,1,2,2,0,0,0,31,13,5,1,6,5,0.31,4.35,0,0,0,0,48,0,5,1,0,3
weaveje02,2009,ALCS,LAA,AL,0,0,3,1,0,0,0,19,5,3,3,4,7,0.2,4.26,0,0,0,0,28,1,3,0,0,0
aceveal01,2009,ALCS,NYA,AL,0,1,2,0,0,0,0,4,3,2,0,2,0,0.6,,1,0,0,0,8,1,2,1,0,1
chambjo03,2009,ALCS,NYA,AL,0,0,4,0,0,0,0,5,5,1,0,0,2,0.55,5.4,0,0,0,0,10,0,1,0,1,0
cokeph01,2009,ALCS,NYA,AL,0,0,2,0,0,0,0,2,1,0,0,1,1,0.5,0,0,0,0,0,3,0,0,0,0,0
gaudich01,2009,ALCS,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
hugheph01,2009,ALCS,NYA,AL,0,1,3,0,0,0,0,8,4,1,0,1,3,0.3,3.38,0,0,0,0,14,0,1,0,0,0
roberda08,2009,ALCS,NYA,AL,1,0,2,0,0,0,0,6,1,0,0,2,1,0.14,0,2,0,0,0,10,1,0,1,0,0
sabatcc01,2009,ALCS,NYA,AL,2,0,2,2,0,0,0,48,9,2,1,3,12,0.16,1.13,0,0,0,0,59,0,2,0,0,1
blackni01,2009,ALDS1,MIN,AL,0,0,1,1,0,0,0,17,3,1,0,2,3,0.15,1.59,0,0,0,0,22,0,1,0,0,0
duensbr01,2009,ALDS1,MIN,AL,0,1,1,1,0,0,0,14,7,5,1,1,3,0.33,9.64,0,1,0,0,22,0,5,0,0,0
liriafr01,2009,ALDS1,MIN,AL,0,0,1,0,0,0,0,6,1,1,1,1,1,0.14,4.5,0,0,0,0,8,0,2,0,0,1
mijarjo01,2009,ALDS1,MIN,AL,0,1,2,0,0,0,0,2,1,1,1,1,0,0.5,,0,0,0,0,3,1,1,0,0,0
aceveal01,2009,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0,0,0,0,0,5,0,0,0,0,0
chambjo03,2009,ALDS1,NYA,AL,0,0,3,0,0,0,0,5,2,0,0,0,1,0.28,0,0,0,0,0,7,0,0,0,0,0
cokeph01,2009,ALDS1,NYA,AL,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
hugheph01,2009,ALDS1,NYA,AL,0,0,3,0,0,0,0,6,5,2,0,1,3,0.5,9,0,0,0,0,11,0,2,0,0,0
roberda08,2009,ALDS1,NYA,AL,1,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,4,1,0,0,0,0
sabatcc01,2009,ALDS1,NYA,AL,1,0,1,1,0,0,0,20,8,1,0,0,8,0.29,1.35,0,1,1,0,28,0,2,0,0,1
bardda01,2009,ALDS2,BOS,AL,0,0,2,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,8,1,0,0,0,1
beckejo02,2009,ALDS2,BOS,AL,0,1,1,1,0,0,0,20,5,4,0,1,3,0.2,5.4,0,0,1,0,27,0,4,0,1,0
buchhcl01,2009,ALDS2,BOS,AL,0,0,1,1,0,0,0,15,6,2,1,1,3,0.28,3.6,0,0,1,1,23,0,2,0,0,0
lestejo01,2009,ALDS2,BOS,AL,0,1,1,1,0,0,0,18,4,3,1,4,5,0.18,4.5,0,0,0,0,28,0,3,2,0,0
papeljo01,2009,ALDS2,BOS,AL,0,1,2,0,0,0,0,6,4,3,0,2,1,0.5,13.5,1,0,0,0,10,1,3,0,0,0
ramirra02,2009,ALDS2,BOS,AL,0,0,1,0,0,0,0,0,1,2,0,1,0,1,,0,0,1,0,3,0,2,0,0,0
jepseke01,2009,ALDS2,LAA,AL,0,0,2,0,0,0,0,4,3,1,0,0,1,0.42,6.75,0,0,0,0,7,0,1,0,0,0
kazmisc01,2009,ALDS2,LAA,AL,0,0,1,1,0,0,0,18,5,5,1,3,1,0.21,7.5,0,0,0,0,26,0,5,0,0,0
weaveje02,2009,ALDS2,LAA,AL,1,0,1,1,0,0,0,22,2,1,0,2,7,0.08,1.23,0,0,0,0,26,0,1,0,0,0
belisro01,2009,NLCS,LAN,NL,0,0,4,0,0,0,0,10,5,4,1,1,0,0.33,10.8,0,1,0,0,16,2,4,0,0,0
billich01,2009,NLCS,LAN,NL,0,0,1,0,0,0,0,10,2,2,0,2,3,0.16,5.4,0,0,0,0,14,0,2,0,0,0
broxtjo01,2009,NLCS,LAN,NL,0,1,3,0,0,0,1,9,2,2,0,1,1,0.18,6,0,0,1,0,13,3,2,0,0,0
elbersc01,2009,NLCS,LAN,NL,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0
kershcl01,2009,NLCS,LAN,NL,0,1,2,1,0,0,0,20,5,7,2,6,6,0.21,9.45,0,3,1,0,31,0,7,1,0,0
kuoho01,2009,NLCS,LAN,NL,1,0,4,0,0,0,0,12,2,1,1,0,6,0.15,2.25,0,0,0,0,13,0,1,0,0,1
troncra01,2009,NLCS,LAN,NL,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,1,0,12,0,0,1,0,1
bastaan01,2009,NLCS,PHI,NL,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0
blantjo01,2009,NLCS,PHI,NL,0,0,1,1,0,0,0,18,6,3,1,2,2,0.24,4.5,0,0,0,0,27,0,4,0,0,0
hamelco01,2009,NLCS,PHI,NL,1,0,2,2,0,0,0,29,13,7,5,2,7,0.31,6.52,0,0,0,0,44,0,7,0,0,0
happja01,2009,NLCS,PHI,NL,0,0,3,0,0,0,0,2,0,0,0,3,0,0,,0,0,0,0,5,0,0,0,0,0
madsory01,2009,NLCS,PHI,NL,0,0,4,0,0,0,0,10,6,2,0,3,4,0.4,5.4,0,0,0,0,19,0,2,0,1,0
belisro01,2009,NLDS1,LAN,NL,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
broxtjo01,2009,NLDS1,LAN,NL,0,0,3,0,0,0,1,11,4,1,0,0,4,0.26,2.45,0,0,0,0,15,2,1,0,0,0
kershcl01,2009,NLDS1,LAN,NL,0,0,1,1,0,0,0,20,9,2,1,1,4,0.34,2.7,1,1,0,0,28,0,2,1,0,1
kuoho01,2009,NLDS1,LAN,NL,0,0,1,0,0,0,0,3,2,0,0,0,2,0.4,0,0,0,0,0,5,0,0,0,0,0
boggsmi01,2009,NLDS1,SLN,NL,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,5,1,0,0,0,0
hawksbl01,2009,NLDS1,SLN,NL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.33,0,0,0,0,0,4,0,0,0,0,1
mccleky01,2009,NLDS1,SLN,NL,0,0,1,0,0,0,0,2,1,0,0,1,0,0.33,0,0,0,1,0,5,0,0,0,0,0
motteja01,2009,NLDS1,SLN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
wainwad01,2009,NLDS1,SLN,NL,0,0,1,1,0,0,0,24,3,1,1,1,7,0.11,1.13,0,0,1,0,29,0,1,0,0,0
belisma01,2009,NLDS2,COL,NL,0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0
daleyma01,2009,NLDS2,COL,NL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.33,0,0,1,0,0,5,0,0,1,0,0
hammeja01,2009,NLDS2,COL,NL,0,0,1,1,0,0,0,11,4,4,1,3,5,0.28,9.82,0,0,0,0,17,0,4,0,0,1
jimenub01,2009,NLDS2,COL,NL,0,1,2,2,0,0,0,36,15,7,2,3,11,0.3,5.25,1,0,0,0,52,0,7,0,0,1
moralfr01,2009,NLDS2,COL,NL,0,0,4,0,0,0,0,8,0,0,0,3,1,0,0,1,0,0,0,10,0,0,0,0,0
streehu01,2009,NLDS2,COL,NL,0,2,3,0,0,0,1,8,6,4,0,3,1,0.5,13.5,0,0,0,0,17,2,4,1,1,0
bastaan01,2009,NLDS2,PHI,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
blantjo01,2009,NLDS2,PHI,NL,0,0,2,0,0,0,0,11,4,2,1,0,1,0.28,4.91,0,0,0,0,15,0,2,1,0,1
hamelco01,2009,NLDS2,PHI,NL,0,1,1,1,0,0,0,15,7,4,1,0,5,0.36,7.2,0,0,0,0,21,0,4,1,1,1
happja01,2009,NLDS2,PHI,NL,0,0,2,1,0,0,0,9,6,3,0,2,4,0.4,,0,0,0,0,17,0,3,0,0,0
madsory01,2009,NLDS2,PHI,NL,1,0,3,0,0,0,0,8,2,1,0,1,4,0.22,3.38,1,1,0,0,11,1,1,0,1,0
myersbr01,2009,NLDS2,PHI,NL,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,5,0,0,1,0,0
aceveal01,2009,WS,NYA,AL,0,0,1,0,0,0,0,6,1,0,0,0,1,0.14,0,0,1,0,0,7,0,0,0,0,0
brunebr01,2009,WS,NYA,AL,0,0,1,0,0,0,0,1,3,2,0,0,0,0.75,54,0,0,0,0,4,0,2,0,0,0
chambjo03,2009,WS,NYA,AL,1,0,3,0,0,0,0,9,2,1,1,1,4,0.18,3,0,0,0,0,12,0,1,0,0,0
cokeph01,2009,WS,NYA,AL,0,0,2,0,0,0,0,4,3,2,2,0,1,0.5,13.5,0,0,0,0,6,1,2,0,0,0
hugheph01,2009,WS,NYA,AL,0,0,3,0,0,0,0,5,2,3,1,2,1,0.33,,0,0,0,0,8,1,3,0,0,1
roberda08,2009,WS,NYA,AL,0,0,2,0,0,0,0,7,2,0,0,1,2,0.22,0,0,0,0,0,10,0,0,0,0,0
sabatcc01,2009,WS,NYA,AL,0,1,2,2,0,0,0,41,11,5,3,6,12,0.21,3.29,2,0,0,0,57,0,5,0,0,1
blantjo01,2009,WS,PHI,NL,0,0,1,1,0,0,0,18,5,4,0,2,7,0.22,6,0,0,1,0,26,0,4,0,1,0
hamelco01,2009,WS,PHI,NL,0,1,1,1,0,0,0,13,5,5,1,2,3,0.27,10.38,0,0,1,0,21,0,5,0,0,0
happja01,2009,WS,PHI,NL,0,0,2,0,0,0,0,8,2,1,1,1,4,0.2,3.38,0,0,0,0,11,0,1,0,0,0
madsory01,2009,WS,PHI,NL,0,0,5,0,0,0,1,13,6,1,0,2,6,0.33,2.08,0,0,1,0,21,4,1,0,0,1
myersbr01,2009,WS,PHI,NL,0,0,1,0,0,0,0,3,1,1,1,0,2,0.25,9,0,0,0,0,4,0,1,0,0,0
chambjo03,2010,ALCS,NYA,AL,0,0,3,0,0,0,0,10,4,1,0,2,3,0.28,2.7,0,0,0,0,16,0,1,0,0,0
hugheph01,2010,ALCS,NYA,AL,0,2,2,2,0,0,0,26,14,11,1,7,6,0.36,11.42,3,2,0,0,46,0,11,1,0,0
loganbo02,2010,ALCS,NYA,AL,0,0,3,0,0,0,0,2,2,2,1,1,1,0.5,,0,0,0,0,5,0,2,0,0,0
mitrese01,2010,ALCS,NYA,AL,0,0,3,0,0,0,0,8,3,3,2,3,1,0.33,10.13,1,1,0,0,12,3,3,0,0,2
moseldu01,2010,ALCS,NYA,AL,1,0,1,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0
roberda08,2010,ALCS,NYA,AL,0,0,4,0,0,0,0,8,8,6,1,1,4,0.5,20.25,1,1,0,0,17,0,6,0,0,0
sabatcc01,2010,ALCS,NYA,AL,1,0,2,2,0,0,0,30,17,7,2,4,10,0.38,6.3,0,1,0,1,48,0,7,0,0,2
felizne01,2010,ALCS,TEX,AL,0,0,3,0,0,0,0,9,0,0,0,2,5,0,0,0,0,0,0,11,3,0,0,0,0
hollade01,2010,ALCS,TEX,AL,1,0,2,0,0,0,0,17,3,0,0,2,4,0.15,0,0,0,0,0,21,1,0,0,0,1
hunteto02,2010,ALCS,TEX,AL,0,0,1,1,0,0,0,10,5,3,1,0,5,0.33,8.1,0,0,1,1,16,0,3,0,0,0
kirkmmi01,2010,ALCS,TEX,AL,0,0,1,0,0,0,0,6,1,0,0,2,1,0.2,0,0,0,0,0,8,0,0,1,0,1
odayda01,2010,ALCS,TEX,AL,0,1,3,0,0,0,0,2,1,1,0,1,1,0.33,,0,0,0,0,4,0,1,0,0,0
ogandal01,2010,ALCS,TEX,AL,0,0,2,0,0,0,0,6,3,1,1,1,2,0.33,4.5,0,0,0,0,10,1,1,0,0,0
rapadcl01,2010,ALCS,TEX,AL,0,0,3,0,0,0,0,1,1,0,0,1,1,0.5,,0,0,0,0,3,0,0,0,0,0
wilsocj01,2010,ALCS,TEX,AL,0,1,2,2,0,0,0,36,12,8,3,6,6,0.26,6,1,0,0,0,53,0,9,0,1,1
daviswa01,2010,ALDS1,TBA,AL,1,0,1,1,0,0,0,15,7,2,1,3,7,0.33,3.6,0,0,0,0,24,0,2,0,0,1
garzama01,2010,ALDS1,TBA,AL,0,0,1,1,0,0,0,18,5,1,1,2,4,0.22,1.5,0,0,0,0,24,0,2,0,0,1
niemaje01,2010,ALDS1,TBA,AL,0,0,1,0,0,0,0,9,1,0,0,1,4,0.12,0,0,0,0,0,9,1,0,0,0,1
priceda01,2010,ALDS1,TBA,AL,0,2,2,2,0,0,0,38,17,7,2,0,14,0.3,4.97,0,0,0,0,55,0,8,0,0,1
shielja02,2010,ALDS1,TBA,AL,0,1,1,1,0,0,0,13,4,4,1,0,2,0.23,8.31,0,0,2,0,19,0,4,0,0,0
felizne01,2010,ALDS1,TEX,AL,0,0,2,0,0,0,0,4,2,1,1,3,2,0.33,6.75,0,0,0,0,9,1,1,0,0,0
hollade01,2010,ALDS1,TEX,AL,0,0,2,0,0,0,0,14,6,3,1,1,4,0.33,5.79,0,0,0,0,19,0,3,0,0,1
hunteto02,2010,ALDS1,TEX,AL,0,1,1,1,0,0,0,12,6,2,0,0,7,0.33,4.5,0,0,0,0,18,0,3,0,0,1
nippedu01,2010,ALDS1,TEX,AL,0,0,1,0,0,0,0,3,2,2,1,0,0,0.4,18,0,0,0,0,5,1,2,0,0,0
odayda01,2010,ALDS1,TEX,AL,0,0,4,0,0,0,0,6,2,0,0,0,4,0.25,0,0,0,0,0,8,1,0,0,0,0
ogandal01,2010,ALDS1,TEX,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0
wilsocj01,2010,ALDS1,TEX,AL,1,0,1,1,0,0,0,19,2,0,0,2,7,0.09,0,0,0,1,0,25,0,0,0,0,0
bakersc02,2010,ALDS2,MIN,AL,0,0,1,0,0,0,0,7,3,1,1,0,2,0.3,3.86,0,0,0,0,10,0,1,0,0,0
cappsma01,2010,ALDS2,MIN,AL,0,0,1,0,0,0,0,3,2,1,0,0,0,0.4,9,0,0,0,0,5,1,1,0,0,0
crainje01,2010,ALDS2,MIN,AL,0,1,1,0,0,0,0,1,3,2,1,0,0,0.75,54,0,0,0,0,4,0,2,0,0,0
duensbr01,2010,ALDS2,MIN,AL,0,1,1,1,0,0,0,10,7,5,1,1,1,0.43,13.5,0,0,0,0,17,0,5,0,0,1
liriafr01,2010,ALDS2,MIN,AL,0,0,1,1,0,0,0,17,6,4,0,3,7,0.26,6.35,0,1,0,0,26,0,4,0,0,0
mijarjo01,2010,ALDS2,MIN,AL,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,1
hugheph01,2010,ALDS2,NYA,AL,1,0,1,1,0,0,0,21,4,0,0,1,6,0.16,0,0,0,0,0,25,0,0,0,0,1
loganbo02,2010,ALDS2,NYA,AL,0,0,2,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,4,0,0,0,0,0
roberda08,2010,ALDS2,NYA,AL,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0
sabatcc01,2010,ALDS2,NYA,AL,1,0,1,1,0,0,0,18,5,3,1,3,5,0.22,4.5,0,0,1,0,27,0,4,1,0,0
bastaan01,2010,NLCS,PHI,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0
blantjo01,2010,NLCS,PHI,NL,0,0,1,1,0,0,0,14,5,3,0,1,3,0.26,5.79,0,2,1,0,21,0,3,0,0,0
hamelco01,2010,NLCS,PHI,NL,0,1,1,1,0,0,0,18,5,3,0,1,8,0.22,4.5,0,0,0,0,24,0,3,1,0,0
madsory01,2010,NLCS,PHI,NL,0,1,5,0,0,0,0,20,4,1,1,3,10,0.17,1.35,1,0,0,0,26,1,1,0,0,1
bumgama01,2010,NLCS,SFN,NL,0,0,2,1,0,0,0,20,9,3,0,2,7,0.36,4.05,1,0,1,0,30,0,3,2,0,0
cainma01,2010,NLCS,SFN,NL,1,0,1,1,0,0,0,21,2,0,0,3,5,0.08,0,0,0,2,0,28,0,0,0,0,0
garcija01,2010,NLCS,SFN,NL,0,0,2,0,0,0,0,5,2,1,0,1,2,0.28,5.4,1,1,1,0,9,0,1,0,0,0
linceti01,2010,NLCS,SFN,NL,1,1,3,2,0,0,0,43,12,5,2,4,16,0.22,3.14,0,0,1,0,59,0,6,1,0,1
ramirra02,2010,NLCS,SFN,NL,0,0,2,0,0,0,0,3,3,3,1,1,0,0.5,27,1,0,0,0,8,0,3,1,0,0
romose01,2010,NLCS,SFN,NL,0,0,3,0,0,0,0,7,2,0,0,1,3,0.22,0,0,0,0,0,10,1,0,0,0,0
sanchjo01,2010,NLCS,SFN,NL,0,1,2,2,0,0,0,24,8,4,0,5,8,0.25,4.5,0,1,1,0,39,0,5,0,2,0
wilsobr01,2010,NLCS,SFN,NL,1,0,4,0,0,0,3,15,2,0,0,2,7,0.13,0,0,0,1,0,18,4,0,0,0,1
baileho02,2010,NLDS1,CIN,NL,0,0,1,0,0,0,0,6,2,0,0,0,2,0.25,0,0,0,0,0,8,0,0,0,0,1
braybi01,2010,NLDS1,CIN,NL,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0
chapmar01,2010,NLDS1,CIN,NL,0,1,2,0,0,0,0,5,3,0,0,0,1,0.3,0,0,0,1,0,11,1,3,0,0,0
cuetojo01,2010,NLDS1,CIN,NL,0,1,1,1,0,0,0,15,5,1,1,1,2,0.25,1.8,0,0,0,0,22,0,2,1,0,0
masseni01,2010,NLDS1,CIN,NL,0,0,2,0,0,0,0,6,2,1,0,2,1,0.25,4.5,2,0,0,0,10,1,1,0,0,0
ondrulo01,2010,NLDS1,CIN,NL,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0,0
volqued01,2010,NLDS1,CIN,NL,0,1,1,1,0,0,0,5,4,4,0,2,0,0.5,21.6,0,0,0,0,11,0,4,0,1,0
woodtr01,2010,NLDS1,CIN,NL,0,0,1,0,0,0,0,10,1,0,0,1,3,0.09,0,1,0,0,0,12,0,0,0,0,0
hamelco01,2010,NLDS1,PHI,NL,1,0,1,1,1,1,0,27,5,0,0,0,9,0.16,0,0,0,0,0,31,0,0,0,0,1
madsory01,2010,NLDS1,PHI,NL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0,0,1,0,0,4,0,0,0,0,0
dunnmi01,2010,NLDS2,ATL,NL,0,0,3,0,0,0,0,4,2,0,0,0,2,0.33,,0,0,0,0,6,0,0,0,0,0
hansoto01,2010,NLDS2,ATL,NL,0,0,1,1,0,0,0,12,5,4,1,1,5,0.31,9,0,0,0,0,17,0,4,0,0,0
kimbrcr01,2010,NLDS2,ATL,NL,0,1,4,0,0,0,0,13,1,1,0,1,7,0.08,2.08,0,0,0,0,13,2,2,0,0,1
ventejo01,2010,NLDS2,ATL,NL,0,0,4,0,0,0,0,16,7,0,0,0,8,0.35,0,0,0,0,0,20,0,0,0,0,2
bumgama01,2010,NLDS2,SFN,NL,1,0,1,1,0,0,0,18,6,2,1,1,5,0.25,3,0,0,0,0,26,0,2,0,1,0
cainma01,2010,NLDS2,SFN,NL,0,0,1,1,0,0,0,20,7,0,0,2,6,0.26,0,0,0,0,0,28,0,1,0,0,1
garcija01,2010,NLDS2,SFN,NL,0,0,1,0,0,0,0,5,1,0,0,0,2,0.16,0,0,0,0,0,6,0,0,0,0,0
linceti01,2010,NLDS2,SFN,NL,1,0,1,1,1,1,0,27,2,0,0,1,14,0.06,0,0,0,0,0,30,0,0,0,0,0
ramirra02,2010,NLDS2,SFN,NL,0,1,1,0,0,0,0,6,1,1,1,0,1,0.14,4.5,0,0,0,0,7,1,1,0,0,0
romose01,2010,NLDS2,SFN,NL,1,0,2,0,0,0,0,2,3,3,1,0,0,0.6,,0,0,0,0,5,0,3,0,0,0
sanchjo01,2010,NLDS2,SFN,NL,0,0,1,1,0,0,0,22,2,1,0,1,11,0.08,1.23,0,0,0,0,25,0,1,0,0,0
wilsobr01,2010,NLDS2,SFN,NL,0,0,3,0,0,0,2,12,2,0,0,2,5,0.14,0,0,0,0,0,17,2,1,1,0,0
bumgama01,2010,WS,SFN,NL,1,0,1,1,0,0,0,24,3,0,0,2,6,0.12,0,0,0,0,0,27,0,0,0,0,2
cainma01,2010,WS,SFN,NL,1,0,1,1,0,0,0,23,4,0,0,2,2,0.15,0,1,1,0,0,29,0,0,1,0,0
garcija01,2010,WS,SFN,NL,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
linceti01,2010,WS,SFN,NL,2,0,2,2,0,0,0,41,11,5,1,4,13,0.21,3.29,0,0,0,0,56,0,5,0,1,1
ramirra02,2010,WS,SFN,NL,0,0,2,0,0,0,0,3,1,2,0,1,1,0.2,18,0,0,0,0,6,1,2,0,0,0
romose01,2010,WS,SFN,NL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.5,0,0,0,0,0,2,0,0,0,0,0
sanchjo01,2010,WS,SFN,NL,0,1,1,1,0,0,0,14,6,4,2,3,3,0.31,7.71,0,0,0,0,22,0,4,0,0,1
wilsobr01,2010,WS,SFN,NL,0,0,3,0,0,0,1,8,1,0,0,0,4,0.12,0,0,0,0,0,9,3,0,0,1,0
felizne01,2010,WS,TEX,AL,0,0,2,0,0,0,1,9,1,0,0,0,4,0.1,0,0,0,0,0,10,2,0,0,0,0
hollade01,2010,WS,TEX,AL,0,0,2,0,0,0,0,3,0,3,0,4,1,0,,0,0,0,0,7,1,3,0,0,0
hunteto02,2010,WS,TEX,AL,0,1,1,1,0,0,0,12,5,2,1,1,1,0.29,4.5,0,0,0,0,18,0,2,0,0,0
