playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
rodrifr03,2009,1,NYN,NL,3,6,70,0,0,0,35,204,51,28,7,38,73,0.203,3.71,6,1,1,0,295,66,34,4,1,
rodrihe03,2009,1,OAK,AL,0,0,3,0,0,0,0,12,4,1,0,2,4,0.235,2.25,0,3,1,0,20,1,2,0,0,
rodrira01,2009,1,LAA,AL,0,1,18,0,0,0,0,92,47,19,4,9,10,0.356,5.58,1,1,1,0,145,6,22,1,2,
roenijo01,2009,1,CIN,NL,0,0,11,0,0,0,0,40,13,4,0,4,14,0.26,2.7,0,1,0,0,54,2,4,0,0,
roenijo01,2009,2,TOR,AL,0,0,13,0,0,0,0,53,19,14,2,12,19,0.271,7.13,1,1,1,0,84,3,15,0,1,
rogeres01,2009,1,COL,NL,0,0,1,1,0,0,0,12,3,2,0,2,3,0.231,4.5,0,0,0,0,16,0,2,0,1,
romerri01,2009,1,TOR,AL,13,9,29,29,0,0,0,534,192,85,18,79,141,0.284,4.3,0,6,10,1,771,0,88,3,3,
romose01,2009,1,SFN,NL,5,2,45,0,0,0,2,102,30,15,1,11,41,0.233,3.97,0,2,1,0,143,9,15,2,0,
rosaca01,2009,1,KCA,AL,0,0,7,0,0,0,1,32,10,4,1,3,4,0.256,3.38,0,0,0,0,43,5,4,0,1,
rosalle01,2009,1,ARI,NL,2,1,33,0,0,0,0,136,40,24,5,12,31,0.237,4.76,2,3,0,0,186,8,24,1,4,
rossco01,2009,1,FLO,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0,0,0,0,0,4,1,0,0,0,
rowlary01,2009,1,SEA,AL,5,4,15,15,0,0,0,289,87,40,9,27,52,0.239,3.74,0,2,4,1,401,0,43,1,5,
rundlri01,2009,1,CLE,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0,0,0,1,0,6,0,0,0,0,
runzlda01,2009,1,SFN,NL,0,0,11,0,0,0,0,26,6,1,1,5,11,0.188,1.04,0,0,1,0,38,0,1,0,0,
rupejo01,2009,1,TEX,AL,0,0,4,0,0,0,0,14,12,8,2,5,2,0.462,15.43,0,0,0,0,31,2,8,0,0,
russead01,2009,1,SDN,NL,3,1,15,0,0,0,0,37,13,5,0,11,14,0.26,3.65,0,0,0,0,61,1,6,0,0,
rzepcma01,2009,1,TOR,AL,2,4,11,11,0,0,0,184,51,25,7,30,60,0.225,3.67,0,4,1,1,261,0,27,2,1,
sabatcc01,2009,1,NYA,AL,19,8,34,34,2,1,0,690,197,86,18,67,197,0.232,3.37,7,5,9,0,938,0,96,4,9,
sadlebi01,2009,1,HOU,NL,0,0,1,0,0,0,0,4,2,2,0,1,2,0.333,13.5,0,0,0,0,7,0,2,0,0,
sadowry01,2009,1,SFN,NL,2,4,6,6,0,0,0,85,28,14,2,17,17,0.264,4.45,1,2,1,0,128,0,15,1,3,
samarje01,2009,1,CHN,NL,1,3,20,2,0,0,0,104,46,29,7,15,21,0.329,7.53,1,2,1,0,161,7,29,4,1,
sanchan01,2009,1,FLO,NL,4,8,16,16,0,0,0,258,84,37,10,46,71,0.253,3.87,5,0,1,1,383,0,39,2,2,
sanchjo01,2009,1,SFN,NL,8,12,32,29,1,1,0,490,135,77,19,88,177,0.221,4.24,5,11,6,0,710,2,82,3,1,
santaer01,2009,1,LAA,AL,8,8,24,23,2,2,0,419,159,78,24,47,107,0.287,5.03,4,4,10,0,614,0,83,2,1,
sarfade01,2009,1,BAL,AL,0,1,20,0,0,0,0,69,21,13,3,14,20,0.25,5.09,0,0,1,0,101,5,15,2,0,
saundjo01,2009,1,LAA,AL,16,7,31,31,1,1,0,558,202,95,29,64,101,0.279,4.6,2,5,6,1,805,0,102,6,4,
scherma01,2009,1,ARI,NL,9,11,30,30,0,0,0,511,166,78,20,63,174,0.253,4.12,1,5,10,1,741,0,94,5,6,
schleda01,2009,1,ARI,NL,1,4,21,0,0,0,0,55,15,12,1,15,22,0.221,5.89,1,4,1,0,86,4,13,2,0,
schlitr01,2009,1,LAN,NL,0,0,2,0,0,0,0,8,1,1,1,5,2,0.111,3.38,0,1,0,0,15,1,2,0,1,
segovza01,2009,1,WAS,NL,1,0,8,0,0,0,0,31,11,9,1,6,4,0.282,7.84,1,1,0,0,47,2,10,0,2,
shellst01,2009,1,WAS,NL,0,0,4,0,0,0,0,15,5,3,1,2,5,0.25,5.4,0,0,0,0,22,0,3,0,0,
shielja02,2009,1,TBA,AL,11,12,33,33,0,0,0,659,239,101,29,52,167,0.275,4.14,1,3,1,1,930,0,113,6,3,
simonal01,2009,1,BAL,AL,0,1,2,2,0,0,0,19,8,7,5,2,3,0.308,9.95,0,0,0,0,28,0,7,0,0,
sippto01,2009,1,CLE,AL,2,0,46,0,0,0,0,120,27,13,5,25,48,0.194,2.93,2,3,0,0,168,8,16,3,1,
slatedo01,2009,1,ARI,NL,0,0,11,0,0,0,0,19,10,5,1,1,4,0.345,7.11,0,0,0,0,30,1,5,0,0,
sloweke01,2009,1,MIN,AL,10,3,16,16,0,0,0,272,113,49,15,15,75,0.309,4.86,1,3,5,0,394,0,50,3,5,
smithch07,2009,1,MIL,NL,0,0,35,0,0,0,0,138,41,21,11,19,35,0.232,4.11,0,1,3,0,200,12,21,1,0,
smithjo05,2009,1,CLE,AL,0,0,37,0,0,0,0,102,30,13,4,13,30,0.236,3.44,0,2,0,0,142,5,16,1,1,
snellia01,2009,1,PIT,NL,2,8,15,15,1,0,0,242,87,48,7,44,52,0.282,5.36,3,3,1,0,360,0,50,5,1,
snellia01,2009,2,SEA,AL,5,2,12,12,0,0,0,193,61,30,7,39,37,0.247,4.2,0,3,1,0,289,0,32,2,0,
sonnaan01,2009,1,TBA,AL,6,9,22,18,0,0,0,299,131,75,19,34,60,0.311,6.77,3,3,2,0,459,2,85,0,2,
soriajo01,2009,1,KCA,AL,3,2,47,0,0,0,30,159,44,13,5,16,69,0.219,2.21,1,3,2,0,222,41,14,1,2,
sowerje01,2009,1,CLE,AL,6,11,23,22,0,0,0,370,134,72,11,52,51,0.281,5.25,3,2,3,0,545,1,73,5,8,
stammcr01,2009,1,WAS,NL,4,7,19,19,1,0,0,317,112,60,14,24,48,0.271,5.11,1,7,3,0,448,0,67,4,3,
staufti01,2009,1,SDN,NL,4,7,14,14,0,0,0,219,71,29,8,34,53,0.259,3.58,1,1,5,0,316,0,31,2,1,
stettmi01,2009,1,MIL,NL,4,1,71,0,0,0,1,135,37,18,4,27,44,0.216,3.6,6,2,5,0,203,13,19,0,0,
steveje01,2009,1,CHN,NL,1,0,11,0,0,0,0,38,14,10,2,8,9,0.286,7.11,1,0,1,0,59,2,10,1,0,
stoneto01,2009,1,NYN,NL,0,0,4,0,0,0,0,27,9,4,2,3,5,0.281,4,0,0,0,0,36,1,4,1,0,
streehu01,2009,1,COL,NL,4,1,64,0,0,0,35,185,43,21,7,13,70,0.194,3.06,4,0,0,0,240,52,22,3,2,
stroppe01,2009,1,TEX,AL,0,0,7,0,0,0,0,21,6,6,0,4,9,0.231,7.71,0,0,0,0,30,3,6,0,0,
swarzan01,2009,1,MIN,AL,3,7,12,12,0,0,0,177,76,41,12,20,34,0.311,6.25,0,0,2,0,268,0,43,1,1,
swindrj01,2009,1,MIL,NL,0,0,6,0,0,0,0,20,12,12,3,4,8,0.375,16.2,1,1,1,0,37,2,12,0,0,
swishni01,2009,1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0,0,0,0,0,5,1,0,0,0,
taylogr01,2009,1,FLO,NL,0,2,3,3,0,0,0,33,16,10,0,12,5,0.34,8.18,0,2,1,0,63,0,14,1,2,
tazawju01,2009,1,BOS,AL,2,3,6,4,0,0,0,76,43,21,4,9,13,0.374,7.46,0,0,3,0,130,1,23,0,3,
tejedro01,2009,1,KCA,AL,4,2,35,6,0,0,0,221,43,29,4,50,87,0.167,3.54,2,6,3,1,313,5,30,2,1,
thatcjo01,2009,1,SDN,NL,1,0,52,0,0,0,0,135,37,14,2,18,55,0.227,2.8,7,2,4,1,188,7,14,1,2,
thayeda01,2009,1,TBA,AL,0,0,11,0,0,0,1,41,18,7,3,1,8,0.31,4.61,0,1,0,0,59,3,9,0,0,
thompbr01,2009,1,SLN,NL,2,6,32,8,0,0,0,240,85,43,8,23,34,0.273,4.84,2,5,7,1,345,17,45,2,2,
thompri03,2009,1,LAA,AL,0,0,13,0,0,0,0,58,27,11,6,7,21,0.329,5.12,0,5,1,0,92,2,11,1,1,
tillmch01,2009,1,BAL,AL,2,5,12,12,0,0,0,195,77,39,15,24,39,0.297,5.4,1,4,2,0,285,0,40,0,0,
toddje01,2009,1,SLN,NL,0,0,1,0,0,0,0,5,3,2,1,2,2,0.375,10.8,0,0,0,0,10,0,2,0,0,
toddje01,2009,2,CLE,AL,0,1,19,0,0,0,0,62,31,17,3,7,18,0.356,7.4,1,1,0,0,99,6,17,1,4,
torreca01,2009,1,CHA,AL,1,2,8,5,0,0,0,85,30,19,5,17,22,0.286,6.04,2,0,2,0,130,2,20,3,3,
troncra01,2009,1,LAN,NL,5,4,73,0,0,0,6,248,83,25,3,34,55,0.268,2.72,9,4,3,0,357,20,30,7,3,
valdelu01,2009,1,ATL,NL,0,1,3,0,0,0,0,8,3,1,0,2,0,0.273,3.38,0,0,0,0,13,2,1,0,0,
valdeme01,2009,1,SFN,NL,2,1,48,0,0,0,0,148,57,31,5,28,38,0.292,5.66,2,5,0,0,225,20,33,1,1,
vanderi01,2009,1,FLO,NL,3,2,11,11,0,0,0,176,57,28,11,21,49,0.252,4.3,3,2,4,0,256,0,29,3,2,
vargaja01,2009,1,SEA,AL,3,6,23,14,0,0,0,275,98,50,16,24,54,0.281,4.91,1,1,3,0,385,4,53,3,6,
vasques01,2009,1,ARI,NL,3,3,53,0,0,0,0,159,52,26,4,29,45,0.255,4.42,2,4,3,0,238,10,27,1,1,
vasquvi01,2009,1,PIT,NL,2,5,14,7,0,0,0,134,58,29,6,18,29,0.32,5.84,1,0,3,0,206,4,30,2,2,
vealdo01,2009,1,PIT,NL,1,0,19,0,0,0,0,49,18,13,2,20,16,0.281,7.16,0,2,2,0,87,10,13,0,1,
verasjo01,2009,1,NYA,AL,3,1,25,0,0,0,0,77,23,17,5,14,18,0.235,5.96,0,0,4,0,118,10,17,2,0,
verasjo01,2009,2,CLE,AL,1,2,22,0,0,0,0,74,19,12,3,14,22,0.213,4.38,0,0,2,1,107,9,16,2,0,
verlaju01,2009,1,DET,AL,19,9,35,35,3,1,0,720,219,92,20,63,269,0.243,3.45,5,8,6,4,982,0,99,6,4,
villaca01,2009,1,MIL,NL,4,10,64,6,0,0,3,288,102,57,13,35,83,0.268,5.34,8,4,2,0,422,23,58,4,0,
violape01,2009,1,CIN,NL,0,0,9,0,0,0,0,21,7,4,2,3,5,0.269,5.14,0,0,0,0,30,1,4,1,0,
volqued01,2009,1,CIN,NL,4,2,9,9,0,0,0,149,34,24,6,32,47,0.191,4.35,0,2,5,1,218,0,25,2,1,
volstch01,2009,1,FLO,NL,9,13,29,29,1,1,0,477,169,92,29,59,107,0.278,5.21,3,8,3,0,682,0,100,8,3,
waddeja01,2009,1,CHN,NL,0,0,3,0,0,0,0,5,3,1,0,0,2,0.375,5.4,0,0,0,0,8,0,1,0,0,
wadeco01,2009,1,LAN,NL,2,3,27,0,0,0,0,83,28,17,3,10,18,0.257,5.53,3,4,1,0,121,2,17,0,1,
waechdo01,2009,1,KCA,AL,0,0,5,0,0,0,0,16,9,5,2,3,3,0.375,8.44,0,1,0,0,28,3,5,0,1,
wainwad01,2009,1,SLN,NL,19,8,34,34,1,0,0,699,216,68,17,66,212,0.244,2.63,1,7,3,0,970,0,75,10,5,
waltepj01,2009,1,SLN,NL,0,0,8,1,0,0,0,48,21,17,6,9,14,0.304,9.56,1,0,0,0,80,4,19,1,1,
wangch01,2009,1,NYA,AL,1,6,12,9,0,0,0,126,66,45,7,19,29,0.365,9.64,1,3,2,0,206,2,46,3,1,
waterch01,2009,1,BAL,AL,1,0,5,1,0,0,0,35,9,7,3,5,5,0.205,5.4,0,0,0,0,49,0,7,0,0,
weaveje02,2009,1,LAA,AL,16,8,33,33,4,2,0,633,196,88,26,66,174,0.246,3.75,3,3,4,0,882,0,91,6,8,
webbry01,2009,1,SDN,NL,2,1,28,0,0,0,0,77,27,11,3,11,19,0.265,3.86,1,4,1,0,117,9,14,2,1,
wellsra01,2009,1,CHN,NL,12,10,27,27,0,0,0,496,165,56,14,46,104,0.261,3.05,4,3,6,1,694,0,67,7,4,
westse01,2009,1,FLO,NL,8,6,20,20,0,0,0,310,115,55,11,44,70,0.28,4.79,0,3,3,0,467,0,62,5,4,
whislwe01,2009,1,CHA,AL,0,0,3,0,0,0,0,4,0,2,0,3,2,0,13.5,0,1,0,0,7,2,2,0,0,
whitese02,2009,1,SEA,AL,3,2,52,0,0,0,1,193,50,20,3,20,28,0.215,2.8,1,3,2,0,261,15,23,2,4,
willido03,2009,1,DET,AL,1,4,7,7,0,0,0,101,37,28,4,28,17,0.294,7.49,0,1,1,0,160,0,28,2,3,
wilsobr01,2009,1,SFN,NL,5,6,68,0,0,0,38,217,60,22,3,27,83,0.223,2.74,4,4,1,0,303,60,27,4,2,
wilsocj01,2009,1,TEX,AL,5,6,74,0,0,0,14,221,66,23,3,32,84,0.234,2.81,3,3,6,0,323,30,29,3,0,
wilsojo03,2009,1,ARI,NL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,
wilsojo03,2009,2,SDN,NL,0,1,1,0,0,0,0,3,3,3,1,1,0,0.6,27,0,0,0,0,7,1,3,1,0,
wolfebr01,2009,1,TOR,AL,2,2,14,0,0,0,0,46,25,14,5,7,11,0.379,8.22,1,1,1,0,77,8,15,1,2,
woodti01,2009,1,FLO,NL,1,0,18,0,0,0,0,67,22,7,2,10,16,0.272,2.82,1,2,1,0,97,8,8,2,3,
wrighwe01,2009,1,HOU,NL,3,4,49,0,0,0,0,134,53,27,9,25,47,0.299,5.44,3,2,0,0,204,5,27,0,2,
zambrca01,2009,1,CHN,NL,9,7,28,28,1,1,0,508,155,71,10,78,152,0.246,3.77,6,7,9,0,733,0,78,10,5,
zavadcl01,2009,1,ARI,NL,3,3,49,0,0,0,0,153,45,19,5,24,52,0.236,3.35,2,1,3,0,221,9,22,2,1,
zimmejo02,2009,1,WAS,NL,3,5,16,16,0,0,0,274,95,47,10,29,92,0.271,4.63,0,0,4,0,391,0,51,5,3,
zumayjo01,2009,1,DET,AL,3,3,29,0,0,0,1,93,34,17,5,22,30,0.274,4.94,3,1,1,0,149,5,18,1,1,
aardsda01,2010,1,SEA,AL,0,6,53,0,0,0,31,149,33,19,5,25,49,0.198,3.44,5,2,2,0,202,43,19,7,1,
abadfe01,2010,1,HOU,NL,0,1,22,0,0,0,0,57,14,6,3,5,12,0.2,2.84,0,0,0,0,76,6,6,0,1,
accarje01,2010,1,TOR,AL,0,1,5,0,0,0,0,20,12,6,0,3,3,0.4,8.1,0,2,1,0,34,2,6,0,0,
aceveal01,2010,1,NYA,AL,3,0,10,0,0,0,1,36,10,4,1,4,2,0.208,3,1,0,1,0,53,2,5,0,0,
acostma01,2010,1,NYN,NL,3,2,41,0,0,0,1,119,30,13,4,18,42,0.219,2.95,1,3,0,0,157,12,13,1,1,
albaljo01,2010,1,NYA,AL,0,0,10,0,0,0,0,34,9,5,1,8,8,0.231,3.97,1,0,2,0,50,5,5,0,1,
alberma01,2010,1,BAL,AL,5,3,62,0,0,0,0,227,78,38,6,34,49,0.269,4.52,5,2,2,0,329,19,41,3,0,
ambrihe01,2010,1,CLE,AL,0,2,34,0,0,0,0,145,68,30,10,17,37,0.338,5.59,1,4,1,0,224,20,31,2,3,
anderbr04,2010,1,OAK,AL,7,6,19,19,0,0,0,337,112,35,6,22,75,0.257,2.8,2,4,7,2,470,0,41,3,2,
arrieja01,2010,1,BAL,AL,6,6,18,18,0,0,0,301,106,52,9,48,52,0.271,4.66,3,5,4,0,449,0,57,4,2,
atilalu01,2010,1,WAS,NL,6,7,16,16,0,0,0,257,96,49,11,32,40,0.282,5.15,5,1,2,1,385,0,56,7,3,
atkinmi01,2010,1,CHN,NL,0,0,5,0,0,0,0,30,12,7,2,6,10,0.286,6.3,0,0,1,0,49,2,8,0,0,
axforjo01,2010,1,MIL,NL,8,2,50,0,0,0,24,174,42,16,1,27,76,0.204,2.48,3,4,1,0,238,43,17,2,2,
badenbu01,2010,1,FLO,NL,2,5,53,0,0,0,1,203,62,30,5,21,47,0.246,3.99,5,1,2,0,281,16,33,5,1,
bailean01,2010,1,OAK,AL,1,3,47,0,0,0,25,147,34,8,3,13,42,0.199,1.47,1,0,0,0,189,42,8,2,3,
baileho02,2010,1,CIN,NL,4,3,19,19,1,1,0,327,109,54,11,40,100,0.26,4.46,6,3,3,1,465,0,55,2,1,
bakersc02,2010,1,MIN,AL,12,9,29,29,0,0,0,511,186,85,23,43,148,0.277,4.49,0,7,6,0,725,0,87,1,4,
balesco01,2010,1,WAS,NL,0,1,17,0,0,0,0,63,15,6,2,11,28,0.203,2.57,1,4,2,0,89,8,6,2,0,
banksjo01,2010,1,HOU,NL,0,1,1,1,0,0,0,12,8,6,1,4,1,0.4,13.5,0,0,0,0,24,0,6,0,0,
bannibr01,2010,1,KCA,AL,7,12,24,23,0,0,0,383,158,90,23,50,77,0.302,6.34,0,10,3,0,581,1,92,2,2,
bardda01,2010,1,BOS,AL,1,2,73,0,0,0,3,224,45,16,6,30,76,0.176,1.93,3,2,2,0,295,12,18,2,5,
bassbr01,2010,1,PIT,NL,0,0,4,0,0,0,0,22,9,10,0,10,5,0.31,12.27,2,1,1,0,42,0,11,1,1,
bastaan01,2010,1,PHI,NL,2,0,25,0,0,0,0,56,19,9,1,9,26,0.253,4.34,0,0,2,0,86,2,9,0,0,
bautide01,2010,1,SFN,NL,2,0,31,0,0,0,0,101,25,14,4,27,44,0.205,3.74,4,7,3,0,157,8,14,3,2,
beachbr01,2010,1,ATL,NL,0,2,3,3,0,0,0,45,16,5,0,7,15,0.267,3,3,1,0,0,67,0,9,0,0,
beckejo02,2010,1,BOS,AL,6,6,21,21,0,0,0,383,151,82,20,45,116,0.292,5.78,3,3,8,0,577,0,89,4,2,
belisma01,2010,1,COL,NL,7,5,76,0,0,0,1,276,84,30,7,16,91,0.246,2.93,5,3,2,1,365,11,34,4,2,
belisro01,2010,1,LAN,NL,3,1,59,0,0,0,2,166,52,31,6,19,38,0.25,5.04,4,4,3,1,233,13,31,3,0,
belltr01,2010,1,LAA,AL,2,5,25,7,0,0,0,183,77,32,2,21,45,0.312,4.72,2,5,1,0,273,8,35,3,1,
beltrom01,2010,1,TEX,AL,0,1,2,2,0,0,0,21,9,7,3,7,9,0.321,9,0,0,2,0,38,0,7,1,0,
bergebr02,2010,1,BAL,AL,8,12,30,28,2,0,0,510,193,94,26,51,81,0.285,4.98,4,0,7,3,746,1,104,5,5,
bergju01,2010,1,CHN,NL,0,1,41,0,0,0,0,120,45,23,3,20,14,0.28,5.18,1,2,3,0,187,12,27,1,2,
bergmja01,2010,1,WAS,NL,0,1,4,0,0,0,0,7,3,4,2,1,2,0.3,15.43,0,0,0,0,11,0,4,0,0,
berkeja01,2010,1,BAL,AL,3,3,41,0,0,0,0,187,64,21,5,19,45,0.269,3.03,3,3,0,0,262,8,24,4,1,
billich01,2010,1,LAN,NL,12,11,31,31,1,1,0,575,176,76,8,69,171,0.244,3.57,7,4,10,0,817,0,82,7,11,
bisenjo01,2010,1,WAS,NL,0,0,5,0,0,0,0,14,6,5,1,6,5,0.3,9.64,0,0,0,0,26,2,6,0,0,
blackni01,2010,1,MIN,AL,10,12,28,26,1,0,0,483,194,97,25,40,68,0.302,5.42,1,3,4,1,692,2,101,2,3,
blantjo01,2010,1,PHI,NL,9,6,29,28,0,0,0,527,206,94,27,43,134,0.291,4.82,6,2,3,0,765,0,104,5,7,
blevije01,2010,1,OAK,AL,2,1,63,0,0,0,1,146,54,20,7,18,46,0.274,3.7,1,0,1,0,220,9,20,3,1,
boggsmi01,2010,1,SLN,NL,2,3,61,0,0,0,0,202,60,27,5,27,52,0.243,3.61,2,5,4,0,285,22,29,4,3,
bondeje01,2010,1,DET,AL,8,10,30,29,0,0,0,513,187,105,25,60,112,0.277,5.53,1,8,10,0,754,0,113,3,5,
bonined01,2010,1,DET,AL,4,1,47,1,0,0,0,204,84,35,7,22,26,0.305,4.63,2,4,3,0,303,14,37,0,3,
bonsebo01,2010,1,BOS,AL,0,0,2,0,0,0,0,6,6,4,0,2,0,0.545,18,0,0,0,0,13,1,4,0,0,
bonsebo01,2010,2,OAK,AL,1,0,13,0,0,0,0,69,27,13,2,6,17,0.3,5.09,0,1,0,0,99,3,13,3,0,
bowdemi01,2010,1,BOS,AL,0,1,14,0,0,0,0,46,20,8,2,4,13,0.323,4.7,0,2,0,0,66,7,8,0,0,
boyerbl01,2010,1,ARI,NL,3,2,54,0,0,0,0,171,59,27,3,29,29,0.273,4.26,1,2,1,0,251,11,32,3,2,
braddza01,2010,1,MIL,NL,1,2,46,0,0,0,0,101,29,11,1,19,41,0.228,2.94,0,2,2,0,151,4,11,1,2,
bradeda01,2010,1,OAK,AL,11,14,30,30,5,2,0,578,180,75,17,43,113,0.249,3.5,0,2,5,1,781,0,83,6,4,
braybi01,2010,1,CIN,NL,0,2,35,0,0,0,0,85,21,13,4,10,30,0.198,4.13,1,2,0,0,117,4,13,1,0,
breslcr01,2010,1,OAK,AL,4,4,75,0,0,0,5,224,53,25,9,29,71,0.194,3.01,4,0,0,1,304,23,26,2,0,
broxtjo01,2010,1,LAN,NL,5,6,64,0,0,0,22,187,64,28,4,28,73,0.27,4.04,5,1,2,0,271,46,30,3,1,
brunebr01,2010,1,WAS,NL,1,2,19,0,0,0,0,53,21,15,1,20,16,0.309,7.64,1,1,0,0,93,6,18,3,2,
buchhcl01,2010,1,BOS,AL,17,7,28,28,1,1,0,521,142,45,9,67,120,0.226,2.33,1,7,5,1,711,0,55,5,5,
buchhta01,2010,1,COL,NL,1,0,7,0,0,0,0,30,10,5,2,6,9,0.278,4.5,0,0,0,0,43,2,5,1,0,
buchhta01,2010,2,TOR,AL,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,
bucknbi02,2010,1,ARI,NL,0,3,3,3,0,0,0,39,26,16,4,5,11,0.406,11.08,0,1,2,0,72,0,17,0,1,
buentja01,2010,1,FLO,NL,0,0,8,0,0,0,0,33,16,8,0,11,9,0.34,6.55,2,1,0,0,59,2,8,1,0,
bullibr01,2010,1,KCA,AL,1,4,13,5,0,0,0,128,51,29,6,17,29,0.297,6.12,2,1,4,0,196,2,29,1,2,
bumgama01,2010,1,SFN,NL,7,6,18,18,0,0,0,333,119,37,11,26,86,0.272,3,2,1,5,1,472,0,40,0,4,
burneal01,2010,1,MIN,AL,2,2,41,0,0,0,0,143,52,28,6,23,37,0.287,5.29,3,2,2,2,211,11,28,4,1,
burnese01,2010,1,WAS,NL,1,7,73,0,0,0,3,189,52,15,3,20,62,0.22,2.14,4,2,1,0,261,10,17,4,0,
burrebr01,2010,1,PIT,NL,4,5,20,13,0,0,0,238,87,44,9,34,45,0.275,4.99,4,3,6,0,362,1,48,3,3,
burtoja01,2010,1,CIN,NL,0,0,4,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,
cabrefe01,2010,1,BOS,AL,0,0,1,0,0,0,0,4,2,3,1,2,0,0.4,20.25,0,0,0,0,7,0,3,0,0,
cahiltr01,2010,1,OAK,AL,18,8,30,30,1,1,0,590,155,65,19,63,118,0.22,2.97,1,2,6,2,783,0,73,3,6,
cainma01,2010,1,SFN,NL,13,11,33,33,4,2,0,670,181,78,22,61,177,0.221,3.14,4,8,4,0,896,0,84,6,7,
cappsma01,2010,1,WAS,NL,3,3,47,0,0,0,26,138,51,14,5,9,38,0.274,2.74,3,0,0,0,199,43,20,4,0,
cappsma01,2010,2,MIN,AL,2,0,27,0,0,0,16,81,24,6,1,8,21,0.247,2,1,1,0,0,106,23,7,1,0,
carides01,2010,1,CHN,NL,0,1,8,0,0,0,0,12,4,5,1,5,4,0.235,11.25,0,0,0,0,23,3,7,0,1,
carlsje01,2010,1,TOR,AL,0,0,20,0,0,0,1,41,13,7,3,5,8,0.25,4.61,2,0,1,0,59,5,7,1,0,
carmofa01,2010,1,CLE,AL,13,14,33,33,4,1,0,631,203,88,17,72,124,0.258,3.77,0,3,9,0,880,0,98,2,10,
carpean01,2010,1,PHI,NL,0,1,1,0,0,0,0,9,5,3,1,0,2,0.385,9,0,1,0,0,14,0,3,1,0,
carraca01,2010,1,CLE,AL,2,2,7,7,1,0,0,134,47,19,6,14,38,0.276,3.83,1,1,1,0,188,0,20,2,1,
cashnan01,2010,1,CHN,NL,2,6,53,0,0,0,0,163,55,29,8,30,50,0.267,4.8,5,4,4,1,248,9,31,6,2,
cassebo01,2010,1,LAA,AL,1,2,16,0,0,0,0,60,23,7,0,8,8,0.277,3.15,2,1,1,0,94,9,11,1,1,
cecilbr01,2010,1,TOR,AL,15,7,28,28,0,0,0,518,175,81,18,54,117,0.264,4.22,2,7,1,1,726,0,87,1,6,
cedajo01,2010,1,FLO,NL,0,0,8,0,0,0,0,26,8,5,1,11,9,0.242,5.19,1,0,1,1,45,1,5,0,0,
chacigu01,2010,1,HOU,NL,2,2,44,0,0,0,1,115,51,20,3,20,31,0.315,4.7,3,2,0,0,186,12,22,3,1,
chacijh01,2010,1,COL,NL,9,11,28,21,0,0,0,412,114,50,10,61,138,0.227,3.28,5,4,9,0,583,2,64,6,5,
chambjo03,2010,1,NYA,AL,3,4,73,0,0,0,3,215,71,35,6,22,77,0.253,4.4,2,5,1,1,305,18,37,0,1,
chapmar01,2010,1,CIN,NL,2,2,15,0,0,0,0,40,9,3,0,5,19,0.196,2.03,0,2,0,0,51,3,4,0,0,
chaveje01,2010,1,ATL,NL,3,2,28,0,0,0,0,110,40,24,6,12,29,0.278,5.89,3,0,1,0,162,16,24,3,2,
chaveje01,2010,2,KCA,AL,2,3,23,0,0,0,0,78,29,17,5,11,16,0.279,5.88,4,2,0,0,118,10,20,2,1,
chicoma01,2010,1,WAS,NL,0,0,1,1,0,0,0,15,6,2,0,0,3,0.286,3.6,0,1,1,0,22,0,2,0,0,
cishest01,2010,1,FLO,NL,0,0,3,0,0,0,0,13,1,0,0,1,3,0.071,0,0,0,0,0,15,2,0,0,0,
clippty01,2010,1,WAS,NL,11,8,78,0,0,0,1,273,69,31,8,41,112,0.212,3.07,4,1,2,1,378,18,33,3,7,
coellro01,2010,1,BOS,AL,0,0,6,0,0,0,0,17,4,3,0,5,5,0.19,4.76,0,1,0,0,26,2,3,0,0,
coffeto01,2010,1,MIL,NL,2,4,69,0,0,0,0,187,65,33,8,23,56,0.27,4.76,5,6,3,0,274,12,40,2,5,
cokeph01,2010,1,DET,AL,7,5,74,1,0,0,2,194,67,27,2,26,53,0.275,3.76,4,3,4,0,279,18,29,2,3,
colemca01,2010,1,CHN,NL,4,2,12,8,0,0,0,171,56,26,3,25,27,0.26,4.11,2,3,2,0,248,0,27,2,4,
cordech01,2010,1,SEA,AL,0,1,9,0,0,0,0,29,10,7,1,5,6,0.313,6.52,0,1,1,0,41,4,7,1,2,
cormila01,2010,1,TBA,AL,4,3,60,0,0,0,0,186,68,27,7,34,30,0.281,3.92,3,3,0,1,279,17,28,2,1,
corpama01,2010,1,COL,NL,3,5,56,0,0,0,10,187,66,32,7,22,47,0.269,4.62,5,1,2,0,274,27,33,2,3,
